task,policy,budget,k,genotype_id,R_0,R_k_oracle,R_k_adaptive,R_B_pi,delta
MA90,greedy_ssm,384,1,0100101010110010,8.92928,9.43733,9.43733,9.85252,0.06023
MA90,greedy_ssm,384,1,0100101011000011,8.9222,9.55867,9.55867,9.96681,0.06023
MA90,greedy_ssm,384,1,0100101011110101,9.49809,9.78588,9.78588,10.06863,0.06023
MA90,greedy_ssm,384,1,0100101011111110,9.29505,9.70846,9.70846,9.99044,0.06023
MA90,greedy_ssm,384,1,0100101100011111,8.95274,9.69752,9.69752,9.97394,0.06023
MA90,greedy_ssm,384,1,0100101101111100,9.79394,9.98915,9.98915,9.98915,0.06023
MA90,greedy_ssm,384,1,0100110001001111,8.75821,9.33291,9.33291,9.89819,0.06023
MA90,greedy_ssm,384,1,0100110001111111,9.43602,9.83687,9.83687,9.97226,0.06023
MA90,greedy_ssm,384,1,0100110011100110,9.21642,9.62302,9.62302,9.93596,0.06023
MA90,greedy_ssm,384,1,0100110100100001,9.38894,9.80681,9.80681,10.0424,0.06023
MA90,greedy_ssm,384,1,0100110101100000,9.63438,9.87683,9.87683,9.99476,0.06023
MA90,greedy_ssm,384,1,0100110101110011,9.73682,9.88081,9.88081,10.02312,0.06023
MA90,greedy_ssm,384,1,0100110110110010,9.24462,9.6357,9.6357,9.92385,0.06023
MA90,greedy_ssm,384,1,0100111000111100,9.17345,9.70695,9.70695,9.94169,0.06023
MA90,greedy_ssm,384,1,0100111010100110,8.94923,9.40612,9.40612,9.88363,0.06023
MA90,greedy_ssm,384,1,0100111011001001,8.99402,9.54458,9.54458,10.0211,0.06023
MA90,greedy_ssm,384,1,0100111011001100,8.95614,9.58818,9.58818,9.93145,0.06023
MA90,greedy_ssm,384,1,0100111101011000,9.5637,9.72518,9.72518,9.99708,0.06023
MA90,greedy_ssm,384,1,0100111101101110,9.74387,9.88649,9.88649,10.10605,0.06023
MA90,greedy_ssm,384,1,0101000000011011,8.3573,9.09989,9.09989,9.84983,0.06023
MA90,greedy_ssm,384,1,0101000010000101,8.44252,8.95885,8.95885,9.78299,0.06023
MA90,greedy_ssm,384,1,0101000010011000,8.40066,8.99207,8.99207,9.79988,0.06023
MA90,greedy_ssm,384,1,0101000011000101,8.56077,9.10034,9.10034,9.90949,0.06023
MA90,greedy_ssm,384,1,0101000100000100,8.64895,9.20975,9.20975,9.84973,0.06023
MA90,greedy_ssm,384,1,0101000100010101,8.45902,9.20916,9.20916,9.90103,0.06023
MA90,greedy_ssm,384,1,0101000111000011,8.70089,9.49881,9.49881,10.01772,0.06023
MA90,greedy_ssm,384,1,0101001001101100,8.96916,9.78582,9.78582,9.9935,0.06023
MA90,greedy_ssm,384,1,0101001101010100,9.00184,9.68312,9.68312,10.04097,0.06023
MA90,greedy_ssm,384,1,0101001111010101,8.9681,9.71685,9.71685,10.03653,0.06023
MA90,greedy_ssm,384,1,0101010000111001,8.84441,9.60227,9.60227,9.89808,0.06023
MA90,greedy_ssm,384,1,0101010001111000,8.94487,9.66517,9.66517,9.89808,0.06023
MA90,greedy_ssm,384,1,0101010010010010,8.29875,8.88748,8.88748,9.66482,0.06023
MA90,greedy_ssm,384,1,0101010011100100,9.08714,9.78214,9.78214,9.93874,0.06023
MA90,greedy_ssm,384,1,0101010100110011,9.18801,9.73239,9.73239,9.98843,0.06023
MA90,greedy_ssm,384,1,0101010101100010,9.15348,9.86963,9.86963,9.99558,0.06023
MA90,greedy_ssm,384,1,0101010110011110,8.51958,9.0819,9.0819,9.81826,0.06023
MA90,greedy_ssm,384,1,0101010110110100,9.15169,9.66788,9.66788,10.03603,0.06023
MA90,greedy_ssm,384,1,0101010110111111,9.22526,9.71502,9.71502,10.12084,0.06023
MA90,greedy_ssm,384,1,0101010111001011,8.79153,9.58594,9.58594,10.07675,0.06023
MA90,greedy_ssm,384,1,0101011000010001,8.66868,9.49955,9.49955,9.89061,0.06023
MA90,greedy_ssm,384,1,0101011000011000,8.66954,9.31194,9.31194,9.88226,0.06023
MA90,greedy_ssm,384,1,0101011000101111,8.88283,9.58635,9.58635,10.00558,0.06023
MA90,greedy_ssm,384,1,0101011010011010,8.57631,9.24402,9.24402,9.75145,0.06023
MA90,greedy_ssm,384,1,0101011010101101,8.90805,9.53235,9.53235,9.9822,0.06023
MA90,greedy_ssm,384,1,0101011010111001,8.96653,9.62928,9.62928,10.0048,0.06023
MA90,greedy_ssm,384,1,0101011011011100,8.5628,9.47452,9.47452,9.93387,0.06023
MA90,greedy_ssm,384,1,0101011101110101,9.61829,9.89645,9.89645,10.10212,0.06023
MA90,greedy_ssm,384,1,0101011110000001,8.86878,9.50584,9.50584,9.98143,0.06023
MA90,greedy_ssm,384,1,0101011110001001,8.85466,9.4245,9.4245,10.04858,0.06023
MA90,greedy_ssm,384,1,0101011110110010,9.21293,9.63719,9.63719,9.9532,0.06023
MA90,greedy_ssm,384,1,0101011111000011,8.92749,9.77255,9.77255,10.10617,0.06023
MA90,greedy_ssm,384,1,0101100000100101,9.59455,9.83814,9.83814,9.94131,0.06023
MA90,greedy_ssm,384,1,0101100010010000,8.93443,9.68695,9.68695,9.82966,0.06023
MA90,greedy_ssm,384,1,0101101010101111,9.63582,9.95473,9.95473,10.07507,0.06023
MA90,greedy_ssm,384,1,0101101011000011,9.55867,9.78567,9.78567,10.09622,0.06023
MA90,greedy_ssm,384,1,0101101011010001,9.46447,9.76425,9.76425,10.03948,0.06023
MA90,greedy_ssm,384,1,0101101011010010,9.23632,9.64133,9.64133,9.95009,0.06023
MA90,greedy_ssm,384,1,0101101100010000,9.40929,9.81625,9.81625,10.01809,0.06023
MA90,greedy_ssm,384,1,0101101110100111,9.82904,9.97122,9.97122,10.14366,0.06023
MA90,greedy_ssm,384,1,0101101111110001,9.91948,10.03948,10.03948,10.15038,0.06023
MA90,greedy_ssm,384,1,0101101111111011,9.97149,10.05327,10.05327,10.12917,0.06023
MA90,greedy_ssm,384,1,0101110010001100,9.01219,9.59018,9.59018,9.95331,0.06023
MA90,greedy_ssm,384,1,0101110011101010,9.71363,9.89386,9.89386,10.07675,0.06023
MA90,greedy_ssm,384,1,0101110110000001,9.16997,9.74833,9.74833,9.98725,0.06023
MA90,greedy_ssm,384,1,0101110110101000,9.72154,9.80669,9.80669,10.04858,0.06023
MA90,greedy_ssm,384,1,0101110110101110,9.64318,9.79111,9.79111,10.02382,0.06023
MA90,greedy_ssm,384,1,0101110110111110,9.68698,9.81826,9.81826,10.12084,0.06023
MA90,greedy_ssm,384,1,0101110111001000,9.46013,9.80337,9.80337,10.10059,0.06023
MA90,greedy_ssm,384,1,0101111010001111,9.45617,9.79459,9.79459,9.98574,0.06023
MA90,greedy_ssm,384,1,0101111011000110,9.30735,9.73186,9.73186,9.99009,0.06023
MA90,greedy_ssm,384,1,0101111011110010,9.62938,9.83554,9.83554,10.02931,0.06023
MA90,greedy_ssm,384,1,0101111011111100,9.64435,9.93387,9.93387,10.09222,0.06023
MA90,greedy_ssm,384,1,0101111100010010,9.2958,9.68555,9.68555,9.92666,0.06023
MA90,greedy_ssm,384,1,0101111100101000,9.81255,9.9419,9.9419,10.04858,0.06023
MA90,greedy_ssm,384,1,0101111100101011,9.79174,10.01736,10.01736,10.12074,0.06023
MA90,greedy_ssm,384,1,0101111110000011,9.37197,9.85914,9.85914,10.10617,0.06023
MA90,greedy_ssm,384,1,0101111110011101,9.46342,9.86355,9.86355,10.09222,0.06023
MA90,greedy_ssm,384,1,0101111110111011,9.8782,9.96926,9.96926,10.12074,0.06023
MA90,greedy_ssm,384,1,0110000001010010,9.20992,9.83567,9.83567,9.97903,0.06023
MA90,greedy_ssm,384,1,0110000001101001,9.90088,10.02992,10.02992,10.104,0.06023
MA90,greedy_ssm,384,1,0110000001110110,9.73853,9.91901,9.91901,10.06451,0.06023
MA90,greedy_ssm,384,1,0110000010011011,9.5761,9.70642,9.70642,10.11273,0.06023
MA90,greedy_ssm,384,1,0110000011011001,9.74212,9.94402,9.94402,10.05043,0.06023
MA90,greedy_ssm,384,1,0110000011111011,10.00628,10.11273,10.11273,10.11273,0.06023
MA90,greedy_ssm,384,1,0110000100100111,9.9092,10.06402,10.06402,10.06402,0.06023
MA90,greedy_ssm,384,1,0110000100101111,9.97393,10.03417,10.03417,10.17099,0.06023
MA90,greedy_ssm,384,1,0110000101110111,10.01417,10.06451,10.06451,10.16834,0.06023
MA90,greedy_ssm,384,1,0110000110000010,9.46503,9.7817,9.7817,9.98538,0.06023
MA90,greedy_ssm,384,1,0110001000010011,9.72327,9.77953,9.77953,10.04484,0.06023
MA90,greedy_ssm,384,1,0110001000011111,9.68757,9.7692,9.7692,10.09092,0.06023
MA90,greedy_ssm,384,1,0110001000110101,9.65921,9.92105,9.92105,10.07772,0.06023
MA90,greedy_ssm,384,1,0110001001010000,9.73612,9.92843,9.92843,10.06807,0.06023
MA90,greedy_ssm,384,1,0110001100000011,9.73187,9.95133,9.95133,10.13398,0.06023
MA90,greedy_ssm,384,1,0110001100111110,9.84056,9.94946,9.94946,10.07772,0.06023
MA90,greedy_ssm,384,1,0110001110101001,9.95385,10.09522,10.09522,10.16513,0.06023
MA90,greedy_ssm,384,1,0110001111010001,9.84469,10.01125,10.01125,10.06863,0.06023
MA90,greedy_ssm,384,1,0110010010110101,9.75279,9.96269,9.96269,10.09881,0.06023
MA90,greedy_ssm,384,1,0110010100000101,9.67306,9.87707,9.87707,10.00952,0.06023
MA90,greedy_ssm,384,1,0110010101101000,9.8085,10.01977,10.01977,10.16513,0.06023
MA90,greedy_ssm,384,1,0110010110100101,9.86069,10.05365,10.05365,10.13012,0.06023
MA90,greedy_ssm,384,1,0110010111101110,9.92945,10.10161,10.10161,10.49653,0.06023
MA90,greedy_ssm,384,1,0110010111110100,10.08,10.08,10.08,10.17099,0.06023
MA90,greedy_ssm,384,1,0110011001010010,9.57155,9.7675,9.7675,10.01771,0.06023
MA90,greedy_ssm,384,1,0110011010001100,9.71537,9.74394,9.74394,10.11818,0.06023
MA90,greedy_ssm,384,1,0110011010100001,9.74462,9.98143,9.98143,10.17966,0.06023
MA90,greedy_ssm,384,1,0110011010101011,9.69276,10.01116,10.01116,10.16513,0.06023
MA90,greedy_ssm,384,1,0110011011110001,9.94998,10.02084,10.02084,10.16513,0.06023
MA90,greedy_ssm,384,1,0110011011110011,9.93821,10.04271,10.04271,10.12078,0.06023
MA90,greedy_ssm,384,1,0110011110100111,9.94819,10.10235,10.10235,10.13303,0.06023
MA90,greedy_ssm,384,1,0110011111100000,10.05683,10.13012,10.13012,10.13012,0.06023
MA90,greedy_ssm,384,1,0110011111111110,10.02994,10.07447,10.07447,10.12959,0.06023
MA90,greedy_ssm,384,1,0110100001001101,9.15057,9.47707,9.47707,10.0101,0.06023
MA90,greedy_ssm,384,1,0110100010100101,9.49605,9.77899,9.77899,9.95924,0.06023
MA90,greedy_ssm,384,1,0110100010101100,9.38319,9.79936,9.79936,9.89012,0.06023
MA90,greedy_ssm,384,1,0110100011010101,9.31592,9.82897,9.82897,9.98222,0.06023
MA90,greedy_ssm,384,1,0110100100000001,9.45269,9.70582,9.70582,9.98414,0.06023
MA90,greedy_ssm,384,1,0110100101100001,9.54688,9.94209,9.94209,10.11936,0.06023
MA90,greedy_ssm,384,1,0110100101101000,9.46081,9.85795,9.85795,10.07562,0.06023
MA90,greedy_ssm,384,1,0110100110001111,9.479,9.78541,9.78541,10.06634,0.06023
MA90,greedy_ssm,384,1,0110100110010101,9.47451,9.74071,9.74071,9.98145,0.06023
MA90,greedy_ssm,384,1,0110100110100111,9.79135,9.95239,9.95239,10.1172,0.06023
MA90,greedy_ssm,384,1,0110101000110010,9.44229,9.69404,9.69404,10.02278,0.06023
MA90,greedy_ssm,384,1,0110101001001010,9.39146,9.67998,9.67998,10.02407,0.06023
MA90,greedy_ssm,384,1,0110101001100001,9.75384,9.93149,9.93149,10.11936,0.06023
MA90,greedy_ssm,384,1,0110101001100101,9.77451,9.927,9.927,10.09516,0.06023
MA90,greedy_ssm,384,1,0110101011000101,9.49763,9.87143,9.87143,10.07259,0.06023
MA90,greedy_ssm,384,1,0110101011111010,9.72066,9.84872,9.84872,10.07426,0.06023
MA90,greedy_ssm,384,1,0110101100000111,9.64593,9.90151,9.90151,10.05422,0.06023
MA90,greedy_ssm,384,1,0110101101000110,9.6531,9.91871,9.91871,10.05422,0.06023
MA90,greedy_ssm,384,1,0110101101101101,9.93924,10.0947,10.0947,10.12959,0.06023
MA90,greedy_ssm,384,1,0110101110010011,9.72465,9.85946,9.85946,10.06058,0.06023
MA90,greedy_ssm,384,1,0110101110011011,9.61709,9.8495,9.8495,10.07426,0.06023
MA90,greedy_ssm,384,1,0110110001101001,9.48421,9.92206,9.92206,10.12259,0.06023
MA90,greedy_ssm,384,1,0110110001110001,9.67513,9.93588,9.93588,10.04872,0.06023
MA90,greedy_ssm,384,1,0110110010101110,9.3688,9.6984,9.6984,9.95331,0.06023
MA90,greedy_ssm,384,1,0110110011100101,9.63851,9.96293,9.96293,10.10556,0.06023
MA90,greedy_ssm,384,1,0110111001100010,9.61493,9.8578,9.8578,10.10305,0.06023
MA90,greedy_ssm,384,1,0110111001100100,9.80057,9.92871,9.92871,9.99674,0.06023
MA90,greedy_ssm,384,1,0110111001100111,9.78351,10.0121,10.0121,10.13303,0.06023
MA90,greedy_ssm,384,1,0110111001110010,9.63076,9.81806,9.81806,10.06058,0.06023
MA90,greedy_ssm,384,1,0110111001110101,9.80967,9.93278,9.93278,10.10212,0.06023
MA90,greedy_ssm,384,1,0110111011001000,9.54867,9.80636,9.80636,10.0625,0.06023
MA90,greedy_ssm,384,1,0110111011001010,9.4715,9.79896,9.79896,9.99903,0.06023
MA90,greedy_ssm,384,1,0110111100010100,9.53637,9.81533,9.81533,10.03744,0.06023
MA90,greedy_ssm,384,1,0110111100011100,9.60907,9.86671,9.86671,10.17252,0.06023
MA90,greedy_ssm,384,1,0110111101001111,9.71951,9.91204,9.91204,10.14085,0.06023
MA90,greedy_ssm,384,1,0110111101101110,9.88649,10.00683,10.00683,10.14085,0.06023
MA90,greedy_ssm,384,1,0110111110011110,9.59195,9.75398,9.75398,10.02994,0.06023
MA90,greedy_ssm,384,1,0110111110100010,9.76509,9.91604,9.91604,10.11246,0.06023
MA90,greedy_ssm,384,1,0111000001001101,9.00541,9.35164,9.35164,10.0101,0.06023
MA90,greedy_ssm,384,1,0111000011101010,9.40286,9.82367,9.82367,10.02992,0.06023
MA90,greedy_ssm,384,1,0111000011111111,9.62409,9.97374,9.97374,10.12084,0.06023
MA90,greedy_ssm,384,1,0111000100101000,9.46882,9.90807,9.90807,10.02438,0.06023
MA90,greedy_ssm,384,1,0111000101110000,9.63504,9.93864,9.93864,10.06807,0.06023
MA90,greedy_ssm,384,1,0111000101111011,9.7997,9.97182,9.97182,10.11273,0.06023
MA90,greedy_ssm,384,1,0111001000000011,9.35375,9.85673,9.85673,10.03672,0.06023
MA90,greedy_ssm,384,1,0111001010011001,9.31801,9.7713,9.7713,9.87972,0.06023
MA90,greedy_ssm,384,1,0111001011100000,9.69001,9.97029,9.97029,10.10562,0.06023
MA90,greedy_ssm,384,1,0111001100001001,9.5188,9.7757,9.7757,10.08783,0.06023
MA90,greedy_ssm,384,1,0111001110001111,9.45823,9.8625,9.8625,10.07507,0.06023
MA90,greedy_ssm,384,1,0111001110100110,9.61018,9.91558,9.91558,10.04732,0.06023
MA90,greedy_ssm,384,1,0111001110101010,9.6771,9.91558,9.91558,10.04732,0.06023
MA90,greedy_ssm,384,1,0111001111001111,9.48578,9.96347,9.96347,10.14085,0.06023
MA90,greedy_ssm,384,1,0111010001010110,8.97498,9.45013,9.45013,9.90335,0.06023
MA90,greedy_ssm,384,1,0111010001101101,9.39595,9.88648,9.88648,10.03638,0.06023
MA90,greedy_ssm,384,1,0111010011010010,8.98393,9.52883,9.52883,10.0423,0.06023
MA90,greedy_ssm,384,1,0111010110001100,9.22102,9.64179,9.64179,9.97089,0.06023
MA90,greedy_ssm,384,1,0111010110111101,9.64941,9.9452,9.9452,10.12084,0.06023
MA90,greedy_ssm,384,1,0111010111001111,9.33921,9.91054,9.91054,10.49653,0.06023
MA90,greedy_ssm,384,1,0111010111101111,9.91054,10.10161,10.10161,10.49653,0.06023
MA90,greedy_ssm,384,1,0111011000010011,9.44139,9.82011,9.82011,10.04384,0.06023
MA90,greedy_ssm,384,1,0111011011100000,9.67861,9.97484,9.97484,10.13012,0.06023
MA90,greedy_ssm,384,1,0111011110100001,9.88064,9.98143,9.98143,10.17966,0.06023
MA90,greedy_ssm,384,1,0111100000110001,9.79385,9.9485,9.9485,10.15038,0.06023
MA90,greedy_ssm,384,1,0111100001000001,9.35456,9.79032,9.79032,10.04708,0.06023
MA90,greedy_ssm,384,1,0111100001111111,9.95582,9.98269,9.98269,10.05991,0.06023
MA90,greedy_ssm,384,1,0111100011100010,9.76515,9.95494,9.95494,10.04498,0.06023
MA90,greedy_ssm,384,1,0111100011110100,9.97749,9.99895,9.99895,10.06922,0.06023
MA90,greedy_ssm,384,1,0111100111100101,9.94802,10.07259,10.07259,10.14958,0.06023
MA90,greedy_ssm,384,1,0111101001011100,9.76162,9.94224,9.94224,10.07576,0.06023
MA90,greedy_ssm,384,1,0111101001100010,9.85375,9.93227,9.93227,10.10305,0.06023
MA90,greedy_ssm,384,1,0111101010011011,9.77326,9.87029,9.87029,10.11544,0.06023
MA90,greedy_ssm,384,1,0111101011010111,9.77958,9.93261,9.93261,10.09201,0.06023
MA90,greedy_ssm,384,1,0111101110001110,9.73055,9.92248,9.92248,10.07507,0.06023
MA90,greedy_ssm,384,1,0111101110111100,9.96025,10.04487,10.04487,10.11619,0.06023
MA90,greedy_ssm,384,1,0111101111110000,10.03347,10.05481,10.05481,10.09197,0.06023
MA90,greedy_ssm,384,1,0111110000000010,9.33084,9.74478,9.74478,9.92137,0.06023
MA90,greedy_ssm,384,1,0111110000101011,9.86633,10.03304,10.03304,10.0359,0.06023
MA90,greedy_ssm,384,1,0111110000111011,9.852,9.98546,9.98546,10.0359,0.06023
MA90,greedy_ssm,384,1,0111110100010110,9.63837,9.81968,9.81968,10.0015,0.06023
MA90,greedy_ssm,384,1,0111110110001010,9.65893,9.88282,9.88282,10.07675,0.06023
MA90,greedy_ssm,384,1,0111111011000101,9.81466,9.98506,9.98506,10.11288,0.06023
MA90,greedy_ssm,384,1,0111111011010001,9.73257,9.96226,9.96226,10.11002,0.06023
MA90,greedy_ssm,384,1,0111111011011011,9.82138,9.94367,9.94367,10.12074,0.06023
MA90,greedy_ssm,384,1,0111111011101010,9.91282,9.99903,9.99903,10.14085,0.06023
MA90,greedy_ssm,384,1,0111111100001110,9.75498,9.87956,9.87956,10.10605,0.06023
MA90,greedy_ssm,384,1,1000000000100010,8.8594,9.42753,9.42753,9.91666,0.06023
MA90,greedy_ssm,384,1,1000000011111000,9.20278,9.79232,9.79232,10.02925,0.06023
MA90,greedy_ssm,384,1,1000000110001110,8.70336,9.41101,9.41101,9.95821,0.06023
MA90,greedy_ssm,384,1,1000000111110111,9.54436,10.02251,10.02251,10.10077,0.06023
MA90,greedy_ssm,384,1,1000001010010101,8.85129,9.61754,9.61754,9.76505,0.06023
MA90,greedy_ssm,384,1,1000001010111111,9.21301,9.68839,9.68839,10.03018,0.06023
MA90,greedy_ssm,384,1,1000001011000011,8.83853,9.63851,9.63851,10.01352,0.06023
MA90,greedy_ssm,384,1,1000001100000011,8.87252,9.67494,9.67494,10.01356,0.06023
MA90,greedy_ssm,384,1,1000001100101011,9.59663,9.89723,9.89723,10.02054,0.06023
MA90,greedy_ssm,384,1,1000001100110001,9.55304,9.85879,9.85879,10.07955,0.06023
MA90,greedy_ssm,384,1,1000001101000011,9.34989,9.82665,9.82665,10.13398,0.06023
MA90,greedy_ssm,384,1,1000001101111011,9.79214,9.95779,9.95779,10.08631,0.06023
MA90,greedy_ssm,384,1,1000001110000101,8.91918,9.68885,9.68885,10.11719,0.06023
MA90,greedy_ssm,384,1,1000001110101011,9.58616,9.91877,9.91877,10.12906,0.06023
MA90,greedy_ssm,384,1,1000010000011100,8.50843,9.2891,9.2891,9.9061,0.06023
MA90,greedy_ssm,384,1,1000010000111011,9.09235,9.71308,9.71308,9.97365,0.06023
MA90,greedy_ssm,384,1,1000010000111111,9.04263,9.69121,9.69121,10.00664,0.06023
MA90,greedy_ssm,384,1,1000010001010111,8.65238,9.53181,9.53181,9.9796,0.06023
MA90,greedy_ssm,384,1,1000010011011110,8.65543,9.50666,9.50666,9.9207,0.06023
MA90,greedy_ssm,384,1,1000010100110011,9.40209,9.89386,9.89386,10.00262,0.06023
MA90,greedy_ssm,384,1,1000010101000001,9.1043,9.63143,9.63143,10.07044,0.06023
MA90,greedy_ssm,384,1,1000010101011000,9.00009,9.70973,9.70973,9.98245,0.06023
MA90,greedy_ssm,384,1,1000010101101111,9.79189,10.01987,10.01987,10.10932,0.06023
MA90,greedy_ssm,384,1,1000011000011000,8.79712,9.56769,9.56769,9.88877,0.06023
MA90,greedy_ssm,384,1,1000011000101110,8.96104,9.578,9.578,9.95462,0.06023
MA90,greedy_ssm,384,1,1000011001000000,8.86892,9.52058,9.52058,10.08221,0.06023
MA90,greedy_ssm,384,1,1000011010100011,9.20682,9.687,9.687,10.01442,0.06023
MA90,greedy_ssm,384,1,1000011011001001,8.89844,9.68467,9.68467,10.16949,0.06023
MA90,greedy_ssm,384,1,1000011101100000,9.73428,10.08221,10.08221,10.13187,0.06023
MA90,greedy_ssm,384,1,1000011110011010,8.91307,9.58882,9.58882,9.9574,0.06023
MA90,greedy_ssm,384,1,1000011110111100,9.5528,9.97827,9.97827,10.09203,0.06023
MA90,greedy_ssm,384,1,1000100000011101,8.45892,9.28449,9.28449,9.85073,0.06023
MA90,greedy_ssm,384,1,1000100010111011,9.04407,9.5581,9.5581,9.94795,0.06023
MA90,greedy_ssm,384,1,1000100011010011,8.62222,9.41862,9.41862,9.98399,0.06023
MA90,greedy_ssm,384,1,1000100011011110,8.63166,9.19812,9.19812,9.82019,0.06023
MA90,greedy_ssm,384,1,1000100011100110,9.125,9.74019,9.74019,9.95561,0.06023
MA90,greedy_ssm,384,1,1000100011110110,9.08179,9.72394,9.72394,10.04074,0.06023
MA90,greedy_ssm,384,1,1000100100110011,9.38152,9.75609,9.75609,10.01692,0.06023
MA90,greedy_ssm,384,1,1000100101000100,9.09401,9.59976,9.59976,9.9748,0.06023
MA90,greedy_ssm,384,1,1000101000000101,8.76716,9.45376,9.45376,9.86321,0.06023
MA90,greedy_ssm,384,1,1000101000000111,8.74042,9.45466,9.45466,9.84906,0.06023
MA90,greedy_ssm,384,1,1000101001100011,9.41268,9.83672,9.83672,10.04312,0.06023
MA90,greedy_ssm,384,1,1000101011100111,9.5171,9.89782,9.89782,10.0742,0.06023
MA90,greedy_ssm,384,1,1000101100010010,8.68625,9.45273,9.45273,9.83441,0.06023
MA90,greedy_ssm,384,1,1000101100101001,9.47224,9.87106,9.87106,10.07431,0.06023
MA90,greedy_ssm,384,1,1000101110001100,8.9696,9.61107,9.61107,9.95804,0.06023
MA90,greedy_ssm,384,1,1000101110010111,8.82495,9.51083,9.51083,9.9748,0.06023
MA90,greedy_ssm,384,1,1000101110101100,9.52257,9.85621,9.85621,10.0174,0.06023
MA90,greedy_ssm,384,1,1000110000001001,8.48272,9.16731,9.16731,9.77539,0.06023
MA90,greedy_ssm,384,1,1000110001000011,8.63002,9.25161,9.25161,9.91992,0.06023
MA90,greedy_ssm,384,1,1000110001101100,9.22082,9.70994,9.70994,9.99453,0.06023
MA90,greedy_ssm,384,1,1000110011001000,8.74051,9.24501,9.24501,9.90794,0.06023
MA90,greedy_ssm,384,1,1000110011010000,8.69809,9.25364,9.25364,9.87361,0.06023
MA90,greedy_ssm,384,1,1000110011100000,9.29314,9.80049,9.80049,9.94953,0.06023
MA90,greedy_ssm,384,1,1000110100000000,8.66773,9.30096,9.30096,9.92946,0.06023
MA90,greedy_ssm,384,1,1000110100110111,9.32291,9.83093,9.83093,10.00333,0.06023
MA90,greedy_ssm,384,1,1000110110100111,9.36312,9.76106,9.76106,10.15082,0.06023
MA90,greedy_ssm,384,1,1000111000100101,8.98828,9.56762,9.56762,9.92522,0.06023
MA90,greedy_ssm,384,1,1000111001001100,8.89351,9.39164,9.39164,9.99453,0.06023
MA90,greedy_ssm,384,1,1000111010000001,8.73123,9.4671,9.4671,9.83775,0.06023
MA90,greedy_ssm,384,1,1000111011101101,9.47306,9.8868,9.8868,10.13806,0.06023
MA90,greedy_ssm,384,1,1000111100000111,8.84518,9.64369,9.64369,10.01018,0.06023
MA90,greedy_ssm,384,1,1000111100011111,8.84917,9.67024,9.67024,9.96596,0.06023
MA90,greedy_ssm,384,1,1000111100100110,9.3007,9.73662,9.73662,9.96292,0.06023
MA90,greedy_ssm,384,1,1000111100111110,9.36659,9.76661,9.76661,10.00074,0.06023
MA90,greedy_ssm,384,1,1000111101010101,9.39111,9.79389,9.79389,10.02071,0.06023
MA90,greedy_ssm,384,1,1000111101011101,9.49862,9.83943,9.83943,10.07164,0.06023
MA90,greedy_ssm,384,1,1000111101101011,9.74098,10.01969,10.01969,10.09796,0.06023
MA90,greedy_ssm,384,1,1000111101110101,9.70619,9.93416,9.93416,10.07968,0.06023
MA90,greedy_ssm,384,1,1000111110000010,8.79165,9.38284,9.38284,9.88229,0.06023
MA90,greedy_ssm,384,1,1000111111110001,9.74575,10.02069,10.02069,10.09913,0.06023
MA90,greedy_ssm,384,1,1000111111111110,9.64099,9.93499,9.93499,10.07271,0.06023
MA90,greedy_ssm,384,1,1001000000001011,8.23866,8.91294,8.91294,9.84171,0.06023
MA90,greedy_ssm,384,1,1001000001010000,8.31885,8.94653,8.94653,9.87234,0.06023
MA90,greedy_ssm,384,1,1001000010000101,8.43805,8.91193,8.91193,9.81943,0.06023
MA90,greedy_ssm,384,1,1001000011110000,8.95558,9.69953,9.69953,9.96556,0.06023
MA90,greedy_ssm,384,1,1001000011111100,8.96853,9.64327,9.64327,10.00644,0.06023
MA90,greedy_ssm,384,1,1001000011111101,8.92158,9.75515,9.75515,10.01655,0.06023
MA90,greedy_ssm,384,1,1001000100000001,8.46409,9.13575,9.13575,9.91254,0.06023
MA90,greedy_ssm,384,1,1001000101111100,9.24094,9.89069,9.89069,9.98719,0.06023
